date,price,cost,comp1_price,comp2_price,comp3_price,volume,gap_comp1,gap_comp2,gap_comp3,price_lag_1,volume_lag_1,volume_ma_7,volume_ma_30
2023-03-03,96.03,85.11,97.42,97.81,96.11,14107,-1.3900000000000006,-1.7800000000000011,-0.0799999999999983,98.24,13449.0,13926.57142857143,14131.733333333334
2023-03-04,96.74,84.91,97.58,97.34,94.76,12329,-0.8400000000000034,-0.6000000000000085,1.9799999999999898,96.03,14107.0,13712.57142857143,14051.333333333334
2023-03-05,94.55,84.7,92.8,94.98,94.53,12929,1.75,-0.4300000000000068,0.01999999999999602,96.74,12329.0,13580.142857142857,13996.166666666666
2023-03-06,91.36,83.35,91.42,91.72,89.3,13139,-0.060000000000002274,-0.35999999999999943,2.0600000000000023,94.55,12929.0,13543.714285714286,13987.033333333333
2023-03-07,90.75,83.67,91.67,91.27,93.94,15466,-0.9200000000000017,-0.519999999999996,-3.1899999999999977,91.36,13139.0,13674.142857142857,14038.933333333332
2023-03-08,96.79,85.47,98.01,96.69,97.49,16372,-1.2199999999999989,0.10000000000000853,-0.6999999999999886,90.75,15466.0,13970.142857142857,14120.033333333333
2023-03-09,99.09,84.69,99.34,98.34,101.7,13632,-0.25,0.75,-2.6099999999999994,96.79,16372.0,13996.285714285714,14092.166666666666
2023-03-10,99.25,85.42,98.08,98.6,100.81,12394,1.1700000000000017,0.6500000000000057,-1.5600000000000023,99.09,13632.0,13751.57142857143,14003.8
2023-03-11,93.14,85.04,91.46,92.94,93.88,12977,1.6800000000000068,0.20000000000000284,-0.7399999999999949,99.25,12394.0,13844.142857142857,13937.366666666667
2023-03-12,94.69,84.9,92.86,95.07,92.55,13029,1.8299999999999983,-0.37999999999999545,2.1400000000000006,93.14,12977.0,13858.42857142857,13894.233333333334
2023-03-13,96.49,85.62,96.33,97.41,96.89,14218,0.1599999999999966,-0.9200000000000017,-0.4000000000000057,94.69,13029.0,14012.57142857143,13885.566666666668
2023-03-14,91.91,84.94,91.81,92.01,93.11,14406,0.09999999999999432,-0.10000000000000853,-1.2000000000000028,96.49,14218.0,13861.142857142857,13932.3
2023-03-15,96.82,85.36,97.25,96.08,94.37,14380,-0.4300000000000068,0.7399999999999949,2.4499999999999886,91.91,14406.0,13576.57142857143,13943.233333333334
2023-03-16,94.24,85.33,93.96,94.82,93.24,14536,0.28000000000000114,-0.5799999999999983,1.0,96.82,14380.0,13705.714285714286,13960.0
2023-03-17,94.54,84.76,94.5,92.87,93.2,14081,0.04000000000000625,1.6700000000000017,1.3400000000000034,94.24,14536.0,13946.714285714286,13951.466666666667
2023-03-18,92.69,85.03,93.03,91.92,92.42,11901,-0.3400000000000034,0.769999999999996,0.269999999999996,94.54,14081.0,13793.0,13862.1
2023-03-19,95.18,85.42,94.67,96.71,96.94,13290,0.5100000000000051,-1.529999999999987,-1.759999999999991,92.69,11901.0,13830.285714285714,13850.0
2023-03-20,92.78,84.86,94.12,92.56,94.87,14407,-1.3400000000000034,0.21999999999999886,-2.0900000000000034,95.18,13290.0,13857.285714285714,13815.566666666668
2023-03-21,92.06,86.1,93.25,94.09,92.56,14303,-1.1899999999999977,-2.030000000000001,-0.5,92.78,14407.0,13842.57142857143,13851.766666666666
2023-03-22,88.08,84.14,88.32,88.24,86.08,15938,-0.23999999999999488,-0.1599999999999966,2.0,92.06,14303.0,14065.142857142857,13940.033333333333
2023-03-23,95.25,84.59,94.88,92.63,95.39,13661,0.37000000000000455,2.6200000000000045,-0.14000000000000057,88.08,15938.0,13940.142857142857,13888.066666666668
2023-03-24,98.79,84.49,97.55,97.18,97.21,13222,1.240000000000009,1.6099999999999994,1.5800000000000125,95.25,13661.0,13817.42857142857,13868.866666666667
2023-03-25,99.11,86.15,98.79,99.06,97.45,13375,0.3199999999999932,0.04999999999999716,1.6599999999999966,98.79,13222.0,14028.0,13841.0
2023-03-26,95.86,85.16,94.28,96.13,94.39,12715,1.5799999999999983,-0.269999999999996,1.4699999999999989,99.11,13375.0,13945.857142857143,13806.2
2023-03-27,93.98,85.56,93.27,94.91,95.15,12837,0.710000000000008,-0.9299999999999926,-1.1700000000000017,95.86,12715.0,13721.57142857143,13773.2
2023-03-28,92.85,83.68,93.53,93.29,94.5,14540,-0.6800000000000068,-0.44000000000001194,-1.6500000000000057,93.98,12837.0,13755.42857142857,13796.0
2023-03-29,94.03,85.12,93.8,93.61,92.66,15358,0.23000000000000398,0.4200000000000017,1.3700000000000045,92.85,14540.0,13672.57142857143,13861.466666666667
2023-03-30,95.61,85.63,95.08,94.68,96.07,14023,0.5300000000000011,0.9299999999999926,-0.45999999999999375,94.03,15358.0,13724.285714285714,13843.8
2023-03-31,97.02,84.94,97.14,97.56,96.1,13038,-0.12000000000000455,-0.5400000000000063,0.9200000000000017,95.61,14023.0,13698.0,13801.733333333334
2023-04-01,98.06,85.74,98.66,97.73,96.85,13712,-0.5999999999999943,0.3299999999999983,1.210000000000008,97.02,13038.0,13746.142857142857,13810.5
2023-04-02,93.87,84.66,92.73,94.36,93.74,13051,1.1400000000000006,-0.4899999999999949,0.13000000000000966,98.06,13712.0,13794.142857142857,13775.3
2023-04-03,97.24,86.23,95.14,97.14,96.34,13350,2.0999999999999943,0.09999999999999432,0.8999999999999915,93.87,13051.0,13867.42857142857,13809.333333333334
2023-04-04,96.05,86.69,96.13,93.65,95.26,14426,-0.0799999999999983,2.3999999999999915,0.789999999999992,97.24,13350.0,13851.142857142857,13859.233333333334
2023-04-05,92.8,84.75,92.12,91.7,93.27,15229,0.6799999999999926,1.0999999999999943,-0.46999999999999886,96.05,14426.0,13832.714285714286,13928.9
2023-04-06,94.15,84.61,93.69,93.57,93.16,15955,0.46000000000000796,0.5800000000000125,0.9900000000000091,92.8,15229.0,14108.714285714286,13945.2
2023-04-07,97.19,85.61,96.8,97.38,96.16,14119,0.39000000000000057,-0.18999999999999773,1.0300000000000011,94.15,15955.0,14263.142857142857,13870.1
2023-04-08,96.25,85.76,98.37,96.07,95.41,14067,-2.1200000000000045,0.18000000000000682,0.8400000000000034,97.19,14119.0,14313.857142857143,13884.6
2023-04-09,92.38,84.35,92.49,89.91,92.92,12853,-0.10999999999999943,2.469999999999999,-0.5400000000000063,96.25,14067.0,14285.57142857143,13899.9
2023-04-10,96.42,84.42,96.81,96.96,98.84,13535,-0.39000000000000057,-0.539999999999992,-2.4200000000000017,92.38,12853.0,14312.0,13918.5
2023-04-11,94.93,84.47,95.35,94.48,92.45,14417,-0.4199999999999875,0.45000000000000284,2.480000000000004,96.42,13535.0,14310.714285714286,13964.766666666666
2023-04-12,93.19,83.4,95.1,94.56,92.78,15131,-1.9099999999999966,-1.3700000000000045,0.4099999999999966,94.93,14417.0,14296.714285714286,13995.2
2023-04-13,92.62,83.61,93.09,91.65,92.44,13534,-0.46999999999999886,0.9699999999999989,0.18000000000000682,93.19,15131.0,13950.857142857143,13966.133333333333
2023-04-14,88.25,83.47,88.71,88.21,89.87,13682,-0.45999999999999375,0.04000000000000625,-1.6200000000000045,92.62,13534.0,13888.42857142857,13942.866666666667
2023-04-15,95.63,83.46,94.42,96.38,94.78,13330,1.2099999999999937,-0.75,0.8499999999999943,88.25,13682.0,13783.142857142857,13902.666666666666
2023-04-16,94.25,83.93,94.58,93.54,94.71,13578,-0.3299999999999983,0.7099999999999937,-0.45999999999999375,95.63,13330.0,13886.714285714286,13885.9
2023-04-17,91.76,84.21,94.17,93.26,91.68,14684,-2.4099999999999966,-1.5,0.0799999999999983,94.25,13578.0,14050.857142857143,13978.666666666666
2023-04-18,96.27,85.56,96.11,95.88,95.79,14746,0.1599999999999966,0.39000000000000057,0.47999999999998977,91.76,14684.0,14097.857142857143,14027.2
2023-04-19,95.68,83.81,96.25,95.29,96.89,14539,-0.5699999999999932,0.39000000000000057,-1.2099999999999937,96.27,14746.0,14013.285714285714,14031.6
2023-04-20,92.98,85.26,92.78,91.62,92.41,13784,0.20000000000000284,1.3599999999999994,0.5700000000000074,95.68,14539.0,14049.0,14014.3
2023-04-21,92.85,84.4,91.84,93.38,93.32,12827,1.009999999999991,-0.5300000000000011,-0.46999999999999886,92.98,13784.0,13926.857142857143,13910.6
2023-04-22,95.62,84.09,96.73,93.19,96.0,14306,-1.1099999999999994,2.430000000000007,-0.37999999999999545,92.85,12827.0,14066.285714285714,13932.1
2023-04-23,90.76,84.59,91.08,91.42,92.07,13555,-0.3199999999999932,-0.6599999999999966,-1.309999999999988,95.62,14306.0,14063.0,13943.2
2023-04-24,93.21,83.34,93.55,94.38,93.12,13939,-0.3400000000000034,-1.1700000000000017,0.0899999999999892,90.76,13555.0,13956.57142857143,13962.0
2023-04-25,91.9,84.95,92.49,91.25,93.06,14050,-0.5899999999999892,0.6500000000000057,-1.1599999999999966,93.21,13939.0,13857.142857142857,14006.5
2023-04-26,97.13,84.76,97.68,95.75,95.91,16890,-0.5500000000000114,1.3799999999999955,1.2199999999999989,91.9,14050.0,14193.0,14141.6
2023-04-27,97.51,85.05,98.09,95.43,95.0,13284,-0.5799999999999983,2.0799999999999983,2.510000000000005,97.13,16890.0,14121.57142857143,14099.733333333334
2023-04-28,90.79,84.9,92.28,91.33,90.7,13492,-1.4899999999999949,-0.539999999999992,0.09000000000000341,97.51,13284.0,14216.57142857143,14037.533333333333
2023-04-29,99.78,86.15,98.3,98.65,99.79,13241,1.480000000000004,1.1299999999999955,-0.010000000000005116,90.79,13492.0,14064.42857142857,14011.466666666667
2023-04-30,91.12,84.25,93.31,91.81,93.44,14203,-2.1899999999999977,-0.6899999999999977,-2.319999999999993,99.78,13241.0,14157.0,14050.3
2023-05-01,91.96,84.49,93.76,92.66,92.32,14939,-1.8000000000000114,-0.7000000000000028,-0.35999999999999943,91.12,14203.0,14299.857142857143,14091.2
2023-05-02,94.67,84.6,94.68,95.62,96.01,16246,-0.010000000000005116,-0.9500000000000028,-1.3400000000000034,91.96,14939.0,14613.57142857143,14197.7
2023-05-03,96.15,84.45,98.54,96.9,96.25,15493,-2.3900000000000006,-0.75,-0.09999999999999432,94.67,16246.0,14414.0,14269.133333333333
2023-05-04,91.03,84.71,92.9,92.09,91.89,13956,-1.8700000000000045,-1.0600000000000023,-0.8599999999999994,96.15,15493.0,14510.0,14253.466666666667
2023-05-05,96.11,85.67,96.29,96.02,95.03,13365,-0.18000000000000682,0.09000000000000341,1.0799999999999983,91.03,13956.0,14491.857142857143,14191.333333333334
2023-05-06,96.52,85.96,97.49,97.53,95.05,13419,-0.9699999999999989,-1.0100000000000051,1.4699999999999989,96.11,13365.0,14517.285714285714,14106.8
2023-05-07,96.37,85.06,96.87,94.4,96.92,14698,-0.5,1.9699999999999989,-0.5499999999999972,96.52,13419.0,14588.0,14126.1
2023-05-08,95.62,84.66,95.85,96.17,93.18,12907,-0.22999999999998977,-0.5499999999999972,2.4399999999999977,96.37,14698.0,14297.714285714286,14087.433333333332
2023-05-09,94.19,85.44,94.09,94.37,93.48,15436,0.09999999999999432,-0.18000000000000682,0.7099999999999937,95.62,12907.0,14182.0,14173.533333333333
2023-05-10,92.88,84.75,92.53,93.52,91.02,14776,0.3499999999999943,-0.6400000000000006,1.8599999999999994,94.19,15436.0,14079.57142857143,14214.9
2023-05-11,95.58,85.46,94.53,96.83,95.55,14972,1.0499999999999972,-1.25,0.030000000000001137,92.88,14776.0,14224.714285714286,14233.4
2023-05-12,91.36,84.81,93.11,91.3,92.52,13821,-1.75,0.060000000000002274,-1.1599999999999966,95.58,14972.0,14289.857142857143,14189.733333333334
2023-05-13,88.54,83.63,88.56,87.07,87.46,12418,-0.01999999999999602,1.470000000000013,1.0800000000000125,91.36,13821.0,14146.857142857143,14152.533333333333
2023-05-14,95.64,85.53,96.86,96.12,95.36,13945,-1.2199999999999989,-0.480000000000004,0.28000000000000114,88.54,12418.0,14039.285714285714,14161.3
2023-05-15,96.78,85.81,99.29,96.84,96.45,14641,-2.510000000000005,-0.060000000000002274,0.3299999999999983,95.64,13945.0,14287.0,14205.0
2023-05-16,89.78,83.92,89.19,90.93,89.66,15396,0.5900000000000034,-1.1500000000000057,0.12000000000000455,96.78,14641.0,14281.285714285714,14265.6
2023-05-17,91.43,84.42,93.07,91.55,91.85,14996,-1.6399999999999864,-0.11999999999999034,-0.4199999999999875,89.78,15396.0,14312.714285714286,14276.0
2023-05-18,95.18,84.72,94.87,95.4,96.27,14010,0.3100000000000023,-0.21999999999999886,-1.0899999999999892,91.43,14996.0,14175.285714285714,14251.466666666667
2023-05-19,98.72,84.68,98.41,99.0,97.91,12538,0.3100000000000023,-0.28000000000000114,0.8100000000000023,95.18,14010.0,13992.0,14184.766666666666
2023-05-20,95.3,85.09,95.83,93.93,95.31,13636,-0.5300000000000011,1.3699999999999903,-0.010000000000005116,98.72,12538.0,14166.0,14179.833333333334
2023-05-21,94.17,85.76,95.15,93.91,95.61,13806,-0.980000000000004,0.2600000000000051,-1.4399999999999977,95.3,13636.0,14146.142857142857,14212.466666666667
2023-05-22,93.73,84.28,93.62,94.23,94.5,13414,0.10999999999999943,-0.5,-0.769999999999996,94.17,13806.0,13970.857142857143,14182.733333333334
2023-05-23,97.48,84.14,96.82,96.56,96.48,13990,0.6600000000000108,0.9200000000000017,1.0,93.73,13414.0,13770.0,14197.233333333334
2023-05-24,92.03,83.37,90.56,91.99,92.34,14318,1.4699999999999989,0.04000000000000625,-0.3100000000000023,97.48,13990.0,13673.142857142857,14209.866666666667
2023-05-25,93.55,83.87,91.91,91.74,92.03,12885,1.6400000000000006,1.8100000000000023,1.519999999999996,92.03,14318.0,13512.42857142857,14171.033333333333
2023-05-26,94.19,84.41,94.34,91.93,93.46,12824,-0.15000000000000568,2.259999999999991,0.730000000000004,93.55,12885.0,13553.285714285714,14035.5
2023-05-27,95.07,85.87,94.54,94.28,93.64,12222,0.5299999999999869,0.789999999999992,1.4299999999999926,94.19,12824.0,13351.285714285714,14000.1
2023-05-28,93.8,83.97,94.72,95.97,94.05,13316,-0.9200000000000017,-2.1700000000000017,-0.25,95.07,12222.0,13281.285714285714,13994.233333333334
2023-05-29,98.15,84.19,97.49,97.46,97.66,13308,0.6600000000000108,0.6900000000000119,0.4900000000000091,93.8,13316.0,13266.142857142857,13996.466666666667
2023-05-30,94.49,84.14,94.8,95.01,93.8,13472,-0.3100000000000023,-0.5200000000000102,0.6899999999999977,98.15,13308.0,13192.142857142857,13972.1
2023-05-31,93.78,85.05,93.89,95.24,93.53,16471,-0.10999999999999943,-1.4599999999999937,0.25,94.49,13472.0,13499.714285714286,14023.166666666666
2023-06-01,94.94,86.05,96.16,94.19,94.07,15257,-1.2199999999999989,0.75,0.8700000000000045,93.78,16471.0,13838.57142857143,13990.2
2023-06-02,91.79,83.98,91.28,92.56,89.26,12925,0.5100000000000051,-0.769999999999996,2.530000000000001,94.94,15257.0,13853.0,13904.6
2023-06-03,95.85,83.86,96.12,95.83,94.41,13245,-0.27000000000001023,0.01999999999999602,1.4399999999999977,91.79,12925.0,13999.142857142857,13880.9
2023-06-04,94.55,84.99,94.3,96.46,94.99,13790,0.25,-1.9099999999999966,-0.4399999999999977,95.85,13245.0,14066.857142857143,13895.066666666668
2023-06-05,93.77,84.8,92.28,93.7,93.54,14661,1.4899999999999949,0.06999999999999318,0.22999999999998977,94.55,13790.0,14260.142857142857,13936.466666666667
2023-06-06,102.47,85.45,102.94,103.66,102.35,14164,-0.46999999999999886,-1.1899999999999977,0.12000000000000455,93.77,14661.0,14359.0,13918.666666666666
2023-06-07,95.87,84.99,95.11,96.36,95.62,15552,0.7600000000000051,-0.4899999999999949,0.25,102.47,14164.0,14227.714285714286,14006.833333333334
2023-06-08,91.93,84.44,92.07,93.48,90.96,14033,-0.13999999999998636,-1.5499999999999972,0.9700000000000131,95.87,15552.0,14052.857142857143,13960.066666666668
2023-06-09,94.33,84.83,94.67,94.21,94.63,12785,-0.3400000000000034,0.12000000000000455,-0.29999999999999716,91.93,14033.0,14032.857142857143,13893.7
2023-06-10,98.31,85.34,97.25,97.39,98.45,13494,1.0600000000000023,0.9200000000000017,-0.14000000000000057,94.33,12785.0,14068.42857142857,13844.433333333332
2023-06-11,94.74,84.92,96.21,96.35,94.15,14444,-1.4699999999999989,-1.6099999999999994,0.5899999999999892,98.31,13494.0,14161.857142857143,13865.2
2023-06-12,93.95,84.88,92.62,92.14,92.42,15440,1.3299999999999983,1.8100000000000023,1.5300000000000011,94.74,14444.0,14273.142857142857,13965.933333333332
2023-06-13,95.2,85.53,98.05,95.4,96.51,14164,-2.8499999999999943,-0.20000000000000284,-1.3100000000000023,93.95,15440.0,14273.142857142857,13973.233333333334
2023-06-14,92.81,85.42,92.72,92.97,94.18,15441,0.09000000000000341,-0.1599999999999966,-1.3700000000000045,95.2,14164.0,14257.285714285714,13999.9
2023-06-15,99.75,85.78,100.74,99.35,98.27,13986,-0.9899999999999949,0.4000000000000057,1.480000000000004,92.81,15441.0,14250.57142857143,13952.9
2023-06-16,97.58,85.36,97.79,97.83,95.73,14044,-0.21000000000000796,-0.25,1.8499999999999943,99.75,13986.0,14430.42857142857,13921.166666666666
2023-06-17,93.73,84.98,93.71,94.03,93.7,12267,0.020000000000010232,-0.29999999999999716,0.030000000000001137,97.58,14044.0,14255.142857142857,13863.066666666668
2023-06-18,98.55,85.62,98.33,99.41,98.06,12507,0.21999999999999886,-0.8599999999999994,0.4899999999999949,93.73,12267.0,13978.42857142857,13862.033333333333
2023-06-19,95.4,86.31,94.67,94.5,96.05,13337,0.730000000000004,0.9000000000000057,-0.6499999999999915,98.55,12507.0,13678.0,13852.066666666668
2023-06-20,96.03,84.72,96.84,96.57,95.25,14711,-0.8100000000000023,-0.539999999999992,0.7800000000000011,95.4,13337.0,13756.142857142857,13882.233333333334
2023-06-21,96.36,85.35,95.29,94.51,95.92,14018,1.0699999999999932,1.8499999999999943,0.4399999999999977,96.03,14711.0,13552.857142857143,13902.366666666667
2023-06-22,93.51,84.64,91.59,93.7,93.21,14619,1.9200000000000017,-0.18999999999999773,0.30000000000001137,96.36,14018.0,13643.285714285714,13923.333333333334
2023-06-23,93.77,84.92,92.11,93.53,93.58,14158,1.6599999999999966,0.23999999999999488,0.18999999999999773,93.51,14619.0,13659.57142857143,13918.0
2023-06-24,97.73,85.87,99.04,98.35,98.11,13778,-1.3100000000000023,-0.6199999999999903,-0.37999999999999545,93.77,14158.0,13875.42857142857,13947.766666666666
2023-06-25,93.71,85.17,93.87,93.64,93.83,14477,-0.1600000000000108,0.06999999999999318,-0.12000000000000455,97.73,13778.0,14156.857142857143,14002.866666666667
2023-06-26,95.53,85.25,95.98,95.73,95.62,14342,-0.45000000000000284,-0.20000000000000284,-0.09000000000000341,93.71,14477.0,14300.42857142857,14073.533333333333
2023-06-27,91.33,84.27,91.83,93.4,91.19,13974,-0.5,-2.0700000000000074,0.14000000000000057,95.53,14342.0,14195.142857142857,14095.466666666667
2023-06-28,97.0,86.07,95.21,97.5,97.41,15728,1.7900000000000063,-0.5,-0.4099999999999966,91.33,13974.0,14439.42857142857,14176.133333333333
2023-06-29,99.62,85.94,98.95,99.94,101.25,14037,0.6700000000000017,-0.3199999999999932,-1.6299999999999955,97.0,15728.0,14356.285714285714,14194.966666666667
2023-06-30,96.77,87.62,96.72,96.06,95.96,14119,0.04999999999999716,0.7099999999999937,0.8100000000000023,99.62,14037.0,14350.714285714286,14116.566666666668
2023-07-01,94.87,86.03,95.92,95.37,95.87,14494,-1.0499999999999972,-0.5,-1.0,96.77,14119.0,14453.0,14091.133333333333
2023-07-02,100.33,86.2,98.48,99.88,98.5,13317,1.8499999999999943,0.45000000000000284,1.8299999999999983,94.87,14494.0,14287.285714285714,14104.2
2023-07-03,96.06,85.98,95.99,97.48,96.86,13133,0.07000000000000739,-1.4200000000000017,-0.7999999999999972,100.33,13317.0,14114.57142857143,14100.466666666667
2023-07-04,98.15,87.02,98.43,99.0,96.5,13899,-0.28000000000000114,-0.8499999999999943,1.6500000000000057,96.06,13133.0,14103.857142857143,14104.1
2023-07-05,94.12,85.8,94.79,92.95,92.71,15588,-0.6700000000000017,1.1700000000000017,1.4100000000000108,98.15,13899.0,14083.857142857143,14135.0
2023-07-06,97.1,86.22,98.53,97.44,96.68,14354,-1.4300000000000068,-0.3400000000000034,0.4199999999999875,94.12,15588.0,14129.142857142857,14141.333333333334
2023-07-07,96.73,86.56,95.83,94.89,97.42,13509,0.9000000000000057,1.8400000000000034,-0.6899999999999977,97.1,14354.0,14042.0,14073.233333333334
2023-07-08,97.11,86.25,96.9,98.79,98.6,13933,0.20999999999999375,-1.6800000000000068,-1.4899999999999949,96.73,13509.0,13961.857142857143,14069.9
2023-07-09,98.84,85.62,97.58,98.44,97.02,13518,1.2600000000000051,0.4000000000000057,1.8200000000000074,97.11,13933.0,13990.57142857143,14094.333333333334
2023-07-10,100.27,85.72,101.16,99.03,100.59,14162,-0.8900000000000006,1.2399999999999949,-0.3200000000000074,98.84,13518.0,14137.57142857143,14116.6
2023-07-11,96.01,86.24,96.43,96.24,96.78,14594,-0.4200000000000017,-0.22999999999998977,-0.769999999999996,100.27,14162.0,14236.857142857143,14121.6
2023-07-12,94.72,84.96,94.66,95.33,94.9,14618,0.060000000000002274,-0.6099999999999994,-0.18000000000000682,96.01,14594.0,14098.285714285714,14094.2
2023-07-13,97.2,85.82,96.55,95.91,97.19,14789,0.6500000000000057,1.2900000000000063,0.010000000000005116,94.72,14618.0,14160.42857142857,14115.033333333333
2023-07-14,92.91,84.96,94.2,93.04,92.88,14144,-1.2900000000000063,-0.13000000000000966,0.030000000000001137,97.2,14789.0,14251.142857142857,14071.8
2023-07-15,97.08,86.32,97.03,97.39,98.61,13160,0.04999999999999716,-0.3100000000000023,-1.5300000000000011,92.91,14144.0,14140.714285714286,14044.266666666666
2023-07-16,93.85,84.51,93.16,94.17,94.74,14114,0.6899999999999977,-0.3200000000000074,-0.8900000000000006,97.08,13160.0,14225.857142857143,14046.6
2023-07-17,94.6,84.98,95.09,95.13,96.41,14137,-0.4900000000000091,-0.5300000000000011,-1.8100000000000023,93.85,14114.0,14222.285714285714,14108.933333333332
2023-07-18,99.05,85.67,97.38,97.55,97.85,13635,1.6700000000000017,1.5,1.2000000000000028,94.6,14137.0,14085.285714285714,14146.533333333333
2023-07-19,94.65,86.52,95.4,95.55,94.36,14338,-0.75,-0.8999999999999915,0.29000000000000625,99.05,13635.0,14045.285714285714,14179.9
